item_id,dataset,is_correct,total_tokens,total_episodes,prop_forward,prop_verification,prop_backtrack,prop_restart,prop_hesitation,prop_subgoal,prop_conclusion,backtrack_count,verification_count,restart_count,vf_ratio,bt_position_mean,first_conclusion_pos,v_clustering,max_forward_run,transition_entropy,cycle_count,wait_ratio,question_mark_count,negation_count,repetition_rate_4gram,semantic_recurrence_rate,max_semantic_cycle_span,progress_repetition,termination_recycle,revision_ineffectiveness,problem_conclusion_sim,problem_trace_max_sim,problem_drift,problem_keyword_coverage
gsm8k_0010,gsm8k,1,99.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0104166666666666,0.6,0.8571428571428571,0.7750337322552999,0.7678787112236023,0.0,0.7097101226580216,0.7319502830505371,-0.14863008231000907,0.9166666666666666
gsm8k_0011,gsm8k,0,133.0,5.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.6608729958534241,0.6231659650802612,0.0,0.7467754832808795,0.7426332235336304,-0.010218024233409118,0.6
gsm8k_0012,gsm8k,0,174.0,8.0,0.875,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0175438596491228,0.0952380952380952,0.375,0.6207976979868752,0.417541354894638,0.0,0.5777203191827172,0.8067041039466858,0.1372372355226309,0.8095238095238095
gsm8k_0013,gsm8k,1,514.0,55.0,0.9636363636363636,0.0,0.0181818181818181,0.0,0.0,0.0,0.0181818181818181,1.0,0.0,0.0,0.0,0.8148148148148148,1.0,0.0,44.0,0.134774449540597,11.0,0.0019455252918287,0.0,0.0,0.0821917808219178,0.0398322851153039,0.9454545454545454,0.6403055707061732,0.2285720407962799,0.1406624317169189,0.5749100982703238,0.6810141205787659,0.042108842637416655,0.8571428571428571
gsm8k_0014,gsm8k,0,113.0,7.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0272727272727272,0.1333333333333333,0.4285714285714285,0.5800361732641857,0.2048923969268798,0.0,0.75304058710903,0.8054021596908569,0.5031419088314388,0.8
gsm8k_0015,gsm8k,0,130.0,6.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.047244094488189,0.0,0.0,0.5339180111885071,0.5660603642463684,0.0,0.5505755953533936,0.7355009317398071,-0.10634493806550832,0.4166666666666667
gsm8k_0016,gsm8k,0,137.0,10.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0298507462686566,0.2222222222222222,0.5,0.6103006127393908,0.5853220224380493,0.0,0.7514092457408762,0.7264986038208008,-0.16035337574015385,0.8421052631578947
gsm8k_0017,gsm8k,0,116.0,7.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.1327433628318584,0.3333333333333333,0.8571428571428571,0.7318066954612732,0.6579461097717285,0.0,0.7112495751075345,0.6958207488059998,0.05645513859753726,0.7333333333333333
gsm8k_0018,gsm8k,1,95.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4285714285714285,0.7172026137510936,0.5808539986610413,0.0,0.7019303048645713,0.8314498662948608,0.2692596385088921,0.9
gsm8k_0019,gsm8k,1,139.0,7.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0147058823529411,0.2,0.5714285714285714,0.6942607363065083,0.60307377576828,0.0,0.8281408244019581,0.7557588815689087,-0.0053202512944777736,0.8235294117647058
gsm8k_0020,gsm8k,0,164.0,11.0,0.9090909090909092,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0372670807453415,0.1111111111111111,0.6363636363636364,0.6981942683458329,0.503709614276886,0.0,0.8083390457093651,0.8162711262702942,0.14068879287829184,0.6923076923076923
gsm8k_0021,gsm8k,0,102.0,8.0,0.875,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01010101010101,0.3333333333333333,0.75,0.7281446201460702,0.5685141682624817,0.0,0.6692689657063527,0.733776330947876,0.14668210436060491,0.7142857142857143
gsm8k_0022,gsm8k,1,95.0,7.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0108695652173913,0.2666666666666666,0.5714285714285714,0.7317258417606354,0.5007049441337585,0.0,0.6536829289407142,0.6418957710266113,-0.019430935343981104,0.8181818181818182
gsm8k_0023,gsm8k,1,1021.0,75.0,0.88,0.0133333333333333,0.0266666666666666,0.0266666666666666,0.04,0.0,0.0133333333333333,2.0,1.0,2.0,0.0151515151515151,0.4121621621621621,1.0,0.0,18.0,0.1748496774791035,15.0,0.0039177277179236,3.0,11.0,0.050098231827112,0.0399851906701221,0.9733333333333334,0.6749782260205295,0.3048681020736694,0.2984959781169891,0.6894628398290281,0.888817310333252,0.09006346579571722,1.0
gsm8k_0024,gsm8k,1,58.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0181818181818181,0.0,0.0,0.7327300906181335,0.0,0.0,0.8362212429909217,0.8750609159469604,0.0,0.5
gsm8k_0025,gsm8k,1,140.0,8.0,0.875,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0145985401459853,0.0952380952380952,0.75,0.5977195586477007,0.4529417753219604,0.0,0.7268231380733234,0.7286856770515442,-0.0538176857633047,0.9375
gsm8k_0026,gsm8k,1,525.0,39.0,0.7692307692307693,0.0256410256410256,0.0256410256410256,0.0256410256410256,0.0769230769230769,0.0512820512820512,0.0256410256410256,1.0,1.0,1.0,0.0333333333333333,0.631578947368421,1.0,0.0,10.0,0.3817425994476608,6.0,0.0076190476190476,0.0,1.0,0.0689655172413793,0.0256045519203413,0.9487179487179488,0.6254204868486053,0.3022357523441314,0.3064887821674347,0.5390856896623546,0.7052828073501587,0.21322571435672205,0.8461538461538461
gsm8k_0027,gsm8k,0,94.0,7.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5919273744026821,0.3958736956119537,0.0,0.710449940666648,0.6724112033843994,-0.1290425655645162,0.8
gsm8k_0028,gsm8k,1,83.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.025,0.3333333333333333,0.6,0.6695122122764587,0.6664102673530579,0.0,0.7572395866041896,0.7560316920280457,-0.05280220498014998,0.6470588235294118
gsm8k_0029,gsm8k,1,129.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0396825396825396,0.2,0.8571428571428571,0.7308716078599293,0.5180007815361023,0.0,0.6252333234110433,0.707114577293396,0.042122507347910454,0.5833333333333334
gsm8k_0030,gsm8k,1,151.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357142857142857,0.2222222222222222,0.6085506193339825,0.3842048645019531,0.0,0.7570954006636854,0.8250367045402527,0.047209245143782885,0.7142857142857143
gsm8k_0031,gsm8k,1,117.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1944444444444444,0.8,0.6311951246526506,0.5332943201065063,0.0,0.7300348147309212,0.7555751800537109,-0.04182142954911028,0.5625
gsm8k_0032,gsm8k,1,85.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.8,0.6028033718466759,0.6085588932037354,0.0,0.6957606212030127,0.7124161720275879,-0.04683613209463211,0.6153846153846154
gsm8k_0033,gsm8k,1,162.0,14.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.050314465408805,0.1153846153846153,0.7142857142857143,0.698775250178117,0.4270975291728973,0.0,0.7626924411731133,0.7762542963027954,0.014827131290312878,1.0
gsm8k_0034,gsm8k,1,53.0,5.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.7714909762144089,0.742267370223999,0.0,0.7955475896992058,0.7710326910018921,-0.1067181432321872,1.0
gsm8k_0035,gsm8k,0,72.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0144927536231883,0.5,0.8,0.7062422186136246,0.6518844366073608,0.0,0.6697735389432086,0.6501188278198242,0.05660396803025525,0.5833333333333334
gsm8k_0036,gsm8k,0,65.0,3.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5776346325874329,0.0,0.0,0.6961488144421469,0.7367713451385498,0.0,0.4444444444444444
gsm8k_0037,gsm8k,0,105.0,5.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1666666666666666,0.4,0.6299467384815216,0.3221612274646759,0.0,0.7432752506169581,0.6904544830322266,0.17110782827488025,0.4375
gsm8k_0038,gsm8k,1,939.0,67.0,0.7761194029850746,0.0597014925373134,0.044776119402985,0.044776119402985,0.044776119402985,0.0149253731343283,0.0149253731343283,3.0,4.0,3.0,0.0769230769230769,0.3636363636363636,1.0,0.196116135138184,10.0,0.6657858838367218,32.0,0.007454739084132,3.0,4.0,0.0726495726495726,0.062004662004662,0.9850746268656716,0.689268600534309,0.3414814472198486,0.6123645504315695,0.6853851563196495,0.6939741969108582,0.030541731839188513,1.0
gsm8k_0039,gsm8k,1,738.0,60.0,0.8333333333333334,0.0,0.0166666666666666,0.05,0.0333333333333333,0.0333333333333333,0.0333333333333333,1.0,0.0,3.0,0.0,0.5254237288135594,0.9830508474576272,0.0,14.0,0.469260722464235,19.0,0.0040650406504065,1.0,4.0,0.0476190476190476,0.0520163646990064,0.9166666666666666,0.6981791908166103,0.3849791884422302,0.3046740442514419,0.5714672854559163,0.7482653856277466,0.038420703641176,0.9047619047619048
gsm8k_0040,gsm8k,1,41.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7549020349979401,0.0,0.0,0.8209633817801418,0.7890065908432007,0.0,1.0
gsm8k_0041,gsm8k,1,89.0,5.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0116279069767442,0.3333333333333333,0.6,0.6854119449853897,0.6155142784118652,0.0,0.7562884859050413,0.7937880158424377,0.01622021291708664,0.29411764705882354
gsm8k_0042,gsm8k,1,56.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5487786432107289,0.5731291770935059,0.0,0.6913824593164944,0.7415567636489868,0.0,0.5714285714285714
gsm8k_0043,gsm8k,0,128.0,8.0,0.875,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.875,0.6702608551297868,0.553997814655304,0.0,0.7326578739009674,0.7433809041976929,0.054245520921530566,0.7857142857142857
gsm8k_0044,gsm8k,1,84.0,7.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0123456790123457,0.0666666666666666,0.4285714285714285,0.6178107907374699,0.368116945028305,0.0,0.6837769340657076,0.673645555973053,0.19934661344633403,0.5294117647058824
gsm8k_0045,gsm8k,1,121.0,6.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0423728813559322,0.2,0.6666666666666666,0.713684368133545,0.4435478746891022,0.0,0.682972945558551,0.6782581210136414,0.09309869986034192,0.5454545454545454
gsm8k_0046,gsm8k,1,116.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0265486725663717,0.0666666666666666,0.5454545454545454,0.5841731980443001,0.3770287036895752,0.0,0.5669423576232173,0.7506234049797058,0.1461765554418889,0.45454545454545453
gsm8k_0047,gsm8k,1,159.0,9.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0641025641025641,0.3214285714285714,0.7777777777777778,0.761034406721592,0.7058301568031311,0.0,0.7760662046891244,0.8338091373443604,0.0643634665946684,0.8181818181818182
gsm8k_0048,gsm8k,1,923.0,68.0,0.7941176470588235,0.0147058823529411,0.0294117647058823,0.0441176470588235,0.0588235294117647,0.0294117647058823,0.0294117647058823,2.0,1.0,3.0,0.0185185185185185,0.5597014925373135,0.9850746268656716,0.0,11.0,0.1966915487442391,16.0,0.0065005417118093,6.0,2.0,0.0434782608695651,0.0248756218905472,0.7794117647058824,0.6549194050368978,0.3267867565155029,0.3020796673372388,0.4972387030096825,0.7286328077316284,0.07054931798239628,0.7857142857142857
gsm8k_0049,gsm8k,1,457.0,38.0,0.7894736842105263,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0789473684210526,0.0263157894736842,0.0263157894736842,1.0,1.0,1.0,0.0333333333333333,0.7297297297297297,1.0,0.0,7.0,0.3331200298356612,11.0,0.0087527352297593,0.0,1.0,0.0572687224669603,0.06006006006006,0.8947368421052632,0.6659000113203719,0.3497328758239746,0.28192800283432,0.6040341734509909,0.7755458354949951,0.24224347176187777,0.8461538461538461
gsm8k_0050,gsm8k,0,86.0,4.0,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.036144578313253,0.0,0.0,0.5786076386769612,0.4433276951313019,0.0,0.7328157402641436,0.6628152132034302,0.0,0.5
gsm8k_0051,gsm8k,0,90.0,7.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.2857142857142857,0.5850588530302048,0.3710459470748901,0.0,0.7276619860491347,0.6884633898735046,0.17552506888570518,0.4
gsm8k_0052,gsm8k,1,137.0,7.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0074626865671642,0.0666666666666666,0.5714285714285714,0.648081049323082,0.4869653880596161,0.0,0.6904454283283719,0.7413644790649414,-0.09458675086787138,0.75
gsm8k_0053,gsm8k,1,75.0,3.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.1666666666666666,0.0,0.0,0.7834436893463135,0.0,0.0,0.5791821519674767,0.6037853956222534,0.0,0.45454545454545453
gsm8k_0054,gsm8k,1,107.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0192307692307692,0.1333333333333333,0.4285714285714285,0.6877618928750355,0.5552363991737366,0.0,0.7934247021248269,0.7638866901397705,-0.11652767634928107,0.391304347826087
gsm8k_0055,gsm8k,1,54.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.586699515581131,0.4227355122566223,0.0,0.7928223560094332,0.7378901243209839,-0.024704040519899717,1.0
gsm8k_0056,gsm8k,1,243.0,15.0,0.6666666666666666,0.0666666666666666,0.0666666666666666,0.0,0.1333333333333333,0.0,0.0666666666666666,1.0,1.0,0.0,0.1,0.5,1.0,0.0,4.0,0.3927376486136671,0.0,0.0123456790123456,0.0,3.0,0.0166666666666667,0.0109890109890109,0.5333333333333333,0.533892059964793,0.2475456595420837,0.1324294954538345,0.5279805874615696,0.9061082005500793,0.3031011620557409,0.6363636363636364
gsm8k_0057,gsm8k,1,161.0,13.0,0.9230769230769232,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0316455696202531,0.0757575757575757,0.4615384615384615,0.5862229155997436,0.2596555948257446,0.0,0.40692626613568256,0.7384521961212158,0.3081346185703771,0.7272727272727273
gsm8k_0058,gsm8k,0,72.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0289855072463768,0.2,0.3333333333333333,0.6291688621044159,0.5602303147315979,0.0,0.7123642206025768,0.6290553212165833,-0.14348355762177994,0.35
gsm8k_0059,gsm8k,1,101.0,6.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.9,0.8333333333333334,0.8309650540351867,0.7934871912002563,0.0,0.838695165396793,0.7984501719474792,-0.0015152258009161201,0.6363636363636364
gsm8k_0060,gsm8k,1,89.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0116279069767442,0.1904761904761904,0.875,0.7281400987080165,0.5768950581550598,0.0,0.6647118805956335,0.7420797348022461,0.15122449520911196,0.5555555555555556
gsm8k_0061,gsm8k,0,86.0,7.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.5714285714285714,0.5928062895933788,0.4282216131687164,0.0,0.5727933518931541,0.5474819540977478,0.0772079525833923,0.15384615384615385
gsm8k_0062,gsm8k,0,1686.0,128.0,0.8046875,0.0234375,0.0390625,0.0390625,0.0703125,0.0078125,0.015625,5.0,3.0,5.0,0.029126213592233,0.3433070866141732,0.6377952755905512,0.2258064516129032,28.0,0.6959890818192991,59.0,0.0071174377224199,11.0,8.0,0.1639928698752227,0.1261092363454568,0.9453125,0.7735059576945043,0.3464756906032562,0.4504675159230828,0.30153379199641195,0.8416242003440857,0.13363160944562813,0.8666666666666667
gsm8k_0063,gsm8k,0,131.0,6.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,0.0,0.5731732666492462,0.4473301470279693,0.0,0.6734600469958983,0.7901772260665894,-0.3655589433486951,0.5263157894736842
gsm8k_0064,gsm8k,1,110.0,6.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02803738317757,0.4,0.8333333333333334,0.7289274215698243,0.6105402112007141,0.0,0.7763916803375895,0.7421997785568237,0.02536004776651013,0.30434782608695654
gsm8k_0065,gsm8k,1,56.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5804457664489746,0.0,0.0,0.7446304450522102,0.6556302905082703,0.0,0.7692307692307693
gsm8k_0066,gsm8k,1,106.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0485436893203883,0.106060606060606,0.4615384615384615,0.6588275854786236,0.4799028635025024,0.0,0.6661986448595899,0.6533679366111755,0.04114538585026806,0.8125
gsm8k_0067,gsm8k,1,87.0,6.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0238095238095238,0.2,0.6666666666666666,0.7147397756576538,0.6473871469497681,0.0,0.5976102221578661,0.7317377924919128,-0.16382378307002687,0.6428571428571429
gsm8k_0068,gsm8k,1,389.0,34.0,0.8529411764705882,0.0294117647058823,0.0,0.0,0.088235294117647,0.0,0.0294117647058823,0.0,1.0,0.0,0.0344827586206896,0.0,1.0,0.0,14.0,0.299855877462395,2.0,0.0077120822622107,1.0,1.0,0.0440414507772021,0.0625,0.9411764705882352,0.6056076644948034,0.2886866629123688,0.4545550644397735,0.6873632913298063,0.8596020936965942,0.023696108533312832,1.0
